ticket_id,account_id,created_date,category,priority,resolution_time_hours,satisfaction_score
TCK-0016642,ACC-105824,02/20/2025,Feature Request,Low,6.5,5.0
TCK-0016643,ACC-105824,2025/06/07,Billing,Medium,17.7,
TCK-0016644,ACC-105824,15/02/2026,Billing,Medium,1.1,5.0
TCK-0016645,ACC-105824,2024/01/28,Performance,Low,33.8,4.0
TCK-0016646,ACC-105824,2024-02-19,Billing,High,,5.0
TCK-0016647,ACC-105824,2024-10-13,Onboarding,High,2.0,4.0
TCK-0016648,ACC-105824,06/04/2024,Performance,High,1.0,4.0
TCK-0016649,ACC-101587,2025/05/13,Integration Help,Low,4.9,5.0
TCK-0016650,ACC-101587,04/09/2025,Performance,Low,22.2,5.0
TCK-0016651,ACC-101587,2023-10-28,Integration Help,High,0.8,4.0
TCK-0016652,ACC-101587,05/30/2026,Bug Report,Low,7.2,5.0
TCK-0016653,ACC-101587,2026-01-20,Performance,Medium,1.6,5.0
TCK-0016654,ACC-101587,2023-06-19,Performance,Medium,7.0,4.0
TCK-0016655,ACC-101587,2025-04-25,Bug Report,Low,,5.0
TCK-0016656,ACC-101587,2023-06-18,Other,Low,7.5,
TCK-0016657,ACC-101587,04/01/2025,Feature Request,High,1.3,5.0
TCK-0016658,ACC-104704,2022-06-29,Feature Request,Medium,2.8,5.0
TCK-0016659,ACC-104704,2025-11-29,Bug Report,Medium,10.0,
TCK-0016660,ACC-104704,05-Mar-2024,Onboarding,High,11.5,4.0
TCK-0016661,ACC-104704,04/07/2025,Billing,Low,17.8,4.0
TCK-0016662,ACC-104704,22/12/2022,Integration Help,Low,18.3,3.0
TCK-0016663,ACC-104704,2025-10-23,Performance,Medium,1.8,5.0
TCK-0016664,ACC-101731,29-Aug-2024,Feature Request,Medium,6.6,3.0
TCK-0016665,ACC-101731,2024-08-31,Billing,Low,54.0,5.0
TCK-0016666,ACC-101731,2024/08/04,Feature Request,Low,5.1,4.0
TCK-0016667,ACC-101731,2024-08-16,Integration Help,Medium,5.3,4.0
TCK-0016668,ACC-105795,2025-12-16,Account Access,Medium,6.4,5.0
TCK-0016669,ACC-105795,2025-09-22,Billing,Urgent,4.2,4.0
TCK-0016670,ACC-105880,2026-04-28,Other,Urgent,4.5,5.0
TCK-0016671,ACC-105880,2026-04-25,Onboarding,Low,3.6,5.0
TCK-0016672,ACC-105880,2025-06-28,Billing,Medium,57.7,1.0
TCK-0016673,ACC-105880,2025-02-21,Billing,Medium,3.7,3.0
TCK-0016674,ACC-105880,2025-02-11,Performance,Medium,5.7,1.0
TCK-0016675,ACC-105880,2026-04-28,Bug Report,High,25.2,4.0
TCK-0016676,ACC-105880,2025-05-21,Integration Help,Medium,14.8,4.0
TCK-0016677,ACC-105880,30-Jul-2025,Bug Report,Medium,,5.0
TCK-0016678,ACC-105880,07/04/2026,Other,Low,3.5,3.0
TCK-0016679,ACC-105880,2025/08/05,Integration Help,Medium,13.2,5.0
TCK-0016680,ACC-105880,12/19/2025,Billing,Medium,3.0,4.0
TCK-0016681,ACC-105880,02/22/2025,Onboarding,Low,9.7,
TCK-0016682,ACC-105880,09/05/2026,Onboarding,High,50.2,5.0
TCK-0016683,ACC-100182,09/12/2024,Onboarding,High,4.2,
TCK-0016684,ACC-100182,02/23/2024,Account Access,Low,8.1,5.0
TCK-0016685,ACC-100182,2024/07/24,Bug Report,Medium,15.7,
TCK-0016686,ACC-100182,17-Jun-2024,Performance,Medium,3.7,3.0
TCK-0016687,ACC-100182,2024-05-10,Performance,Low,14.4,5.0
TCK-0016688,ACC-100182,2024-03-10,Account Access,Medium,2.7,5.0
TCK-0016689,ACC-100182,2023-11-13,Other,Medium,1.0,5.0
TCK-0016690,ACC-101791,11-Jul-2025,Performance,Low,17.2,4.0
TCK-0016691,ACC-101791,02/23/2025,Billing,Medium,3.4,5.0
TCK-0016692,ACC-101791,04-Jun-2025,Billing,Low,2.1,2.0
TCK-0016693,ACC-102355,2025-01-06,Account Access,Medium,21.0,
TCK-0016694,ACC-102355,2026-04-04,Bug Report,Medium,4.8,3.0
TCK-0016695,ACC-101940,2024-09-23,Bug Report,Low,0.5,2.0
TCK-0016696,ACC-101940,05/25/2026,Bug Report,Low,9.8,4.0
TCK-0016697,ACC-101940,2025-05-13,Bug Report,High,,4.0
TCK-0016698,ACC-101940,23-Aug-2025,Bug Report,Low,16.8,4.0
TCK-0016699,ACC-100702,03/20/2026,Onboarding,Medium,2.1,4.0
TCK-0016700,ACC-100702,2026-01-16,Onboarding,Low,5.8,3.0
TCK-0016701,ACC-100702,2025-05-01,Performance,High,3.8,5.0
TCK-0016702,ACC-100702,2025-10-25,Performance,Medium,9.6,4.0
TCK-0016703,ACC-102442,2025-03-08,Bug Report,High,3.3,4.0
TCK-0016704,ACC-102442,08/05/2024,Feature Request,High,27.2,5.0
TCK-0016705,ACC-102442,2024-07-22,Billing,Low,13.1,5.0
TCK-0016706,ACC-102442,2024-10-21,Onboarding,Urgent,0.4,5.0
TCK-0016707,ACC-105733,19/04/2026,Billing,Low,23.7,2.0
TCK-0016708,ACC-105733,09/11/2024,Onboarding,Low,45.6,2.0
TCK-0016709,ACC-105733,10/06/2025,Billing,Low,8.0,4.0
TCK-0016710,ACC-105733,08/06/2024,Billing,Low,9.3,5.0
TCK-0016711,ACC-105733,2022-10-15,Performance,Low,5.0,5.0
TCK-0016712,ACC-105733,2025-06-01,Onboarding,Medium,25.8,5.0
TCK-0016713,ACC-105733,29/04/2026,Feature Request,Low,56.4,3.0
TCK-0016714,ACC-105733,2025-11-24,Feature Request,Medium,15.1,5.0
TCK-0016715,ACC-100496,2025-11-10,Bug Report,Medium,1.3,3.0
TCK-0016716,ACC-100496,03/27/2025,Integration Help,Low,0.6,3.0
TCK-0016717,ACC-100496,2026-02-07,Onboarding,Medium,14.4,
TCK-0016718,ACC-100496,01-Dec-2025,Integration Help,Low,,
TCK-0016719,ACC-100496,29-Jan-2026,Billing,Medium,3.5,5.0
TCK-0016720,ACC-100496,2025-05-09,Other,Medium,8.5,4.0
TCK-0016721,ACC-100464,2025-02-13,Other,Urgent,7.1,
TCK-0016722,ACC-100464,2024-10-23,Onboarding,Low,21.7,3.0
TCK-0016723,ACC-100464,2024-04-15,Integration Help,Low,16.0,1.0
TCK-0016724,ACC-103912,02/19/2026,Account Access,Medium,25.2,5.0
TCK-0016725,ACC-103912,2025-01-10,Bug Report,Low,8.2,5.0
TCK-0016726,ACC-105985,23-Jul-2024,Billing,Low,2.9,3.0
TCK-0016727,ACC-105985,2023-12-14,Onboarding,Urgent,5.1,
TCK-0016728,ACC-105985,2024-10-20,Account Access,High,8.1,5.0
TCK-0016729,ACC-105985,2023-08-24,Integration Help,Low,11.9,
TCK-0016730,ACC-105985,2024/07/02,Other,Medium,10.6,3.0
TCK-0016731,ACC-105985,12-Nov-2024,Billing,High,0.7,4.0
TCK-0016732,ACC-100172,03/01/2025,Integration Help,Medium,1.7,4.0
TCK-0016733,ACC-100172,2025-10-06,Billing,Medium,6.4,4.0
TCK-0016734,ACC-100172,05-Mar-2025,Billing,Medium,6.8,3.0
TCK-0016735,ACC-100172,21/10/2025,Bug Report,Low,13.2,2.0
TCK-0016736,ACC-102020,12/13/2024,Integration Help,High,23.0,2.0
TCK-0016737,ACC-105833,2024-10-27,Performance,Medium,21.2,
TCK-0016738,ACC-105833,2023-10-16,Account Access,Medium,7.7,3.0
TCK-0016739,ACC-105833,14-Jun-2023,Bug Report,Low,9.0,
TCK-0016740,ACC-105833,2025-01-10,Onboarding,Medium,,1.0
TCK-0016741,ACC-105833,2025-01-16,Other,Low,4.9,
TCK-0016742,ACC-105833,07/05/2024,Other,High,2.8,4.0
TCK-0016743,ACC-103764,12/07/2024,Billing,Urgent,1.7,5.0
TCK-0016744,ACC-103764,08/25/2024,Other,Urgent,0.1,5.0
TCK-0016745,ACC-103764,2022-10-07,Account Access,Low,,
TCK-0016746,ACC-103764,2025-03-12,Other,Urgent,4.3,5.0
TCK-0016747,ACC-103764,03/11/2026,Bug Report,Medium,28.5,3.0
TCK-0016748,ACC-103764,2023-08-05,Billing,Medium,1.7,4.0
TCK-0016749,ACC-103764,2024-06-16,Billing,Low,12.9,5.0
TCK-0016750,ACC-103764,11/27/2025,Bug Report,Medium,31.3,5.0
TCK-0016751,ACC-103764,2024-05-22,Feature Request,Urgent,-1.8,4.0
TCK-0016752,ACC-103764,16/11/2022,Bug Report,High,7.5,4.0
TCK-0016753,ACC-105417,01/07/2025,Other,High,32.8,
TCK-0016754,ACC-105417,2025-10-10,Onboarding,Medium,13.2,
TCK-0016755,ACC-105417,2025-10-08,Account Access,Low,25.2,5.0
TCK-0016756,ACC-105417,2025-05-28,Onboarding,Low,6.3,4.0
TCK-0016757,ACC-105417,2025-08-13,Performance,High,2.7,4.0
TCK-0016758,ACC-105417,2025-06-03,Billing,Low,0.7,5.0
TCK-0016759,ACC-102540,06-Oct-2025,Onboarding,Medium,6.8,5.0
TCK-0016760,ACC-102540,06/08/2024,Performance,Medium,3.8,5.0
TCK-0016761,ACC-102540,02/09/2026,Other,Medium,12.5,3.0
TCK-0016762,ACC-102540,03/22/2024,Onboarding,Medium,,5.0
TCK-0016763,ACC-102540,02/04/2025,Billing,Medium,7.6,3.0
TCK-0016764,ACC-102540,2024-02-10,Bug Report,Low,,5.0
TCK-0016765,ACC-102540,06-Oct-2025,Performance,Medium,12.3,5.0
TCK-0016766,ACC-102009,2025-07-20,Bug Report,High,0.3,5.0
TCK-0016767,ACC-102009,2025-02-03,Other,Low,6.5,5.0
TCK-0016768,ACC-102009,13/12/2024,Feature Request,Medium,9.3,
TCK-0016769,ACC-102009,2025-10-04,Billing,High,28.2,4.0
TCK-0016770,ACC-102260,2023-11-17,Feature Request,Medium,0.8,3.0
TCK-0016771,ACC-102260,05/18/2025,Performance,High,7.2,1.0
TCK-0016772,ACC-102260,2022-11-08,Performance,Low,8.3,5.0
TCK-0016773,ACC-102260,12/24/2025,Bug Report,Low,12.7,4.0
TCK-0016774,ACC-102260,2023-02-21,Other,Low,,5.0
TCK-0016775,ACC-103084,10/02/2025,Onboarding,Urgent,0.6,5.0
TCK-0016776,ACC-103084,09/26/2025,Integration Help,Low,,5.0
TCK-0016777,ACC-103084,2026-02-22,Account Access,High,6.0,1.0
TCK-0016778,ACC-102112,2023-10-01,Account Access,Low,9.9,3.0
TCK-0016779,ACC-102112,2024-05-12,Account Access,Low,4.8,5.0
TCK-0016780,ACC-102112,2026-02-10,Bug Report,Low,3.1,
TCK-0016781,ACC-102112,16-Jan-2023,Integration Help,Low,24.1,3.0
TCK-0016782,ACC-102112,2024-03-18,Billing,High,2.3,4.0
TCK-0016783,ACC-102112,07/14/2023,Integration Help,Low,3.2,5.0
TCK-0016784,ACC-102112,2022-11-15,Account Access,Urgent,13.9,4.0
TCK-0016785,ACC-102112,11/03/2025,Performance,Low,13.0,3.0
TCK-0016786,ACC-102112,2025-05-13,Billing,Low,1.9,
TCK-0016787,ACC-102112,2023-05-31,Performance,Low,13.7,4.0
TCK-0016788,ACC-102112,09/26/2024,Feature Request,Low,22.6,4.0
TCK-0016789,ACC-100900,2023-03-10,Account Access,Medium,3.2,4.0
TCK-0016790,ACC-100900,2025-09-08,Account Access,Low,11.7,4.0
TCK-0016791,ACC-100900,08/18/2025,Other,Medium,12.1,3.0
TCK-0016792,ACC-100900,09/30/2023,Billing,Urgent,,
TCK-0016793,ACC-100900,02/01/2024,Feature Request,Medium,27.7,4.0
TCK-0016794,ACC-100900,02/13/2024,Other,Medium,4.6,5.0
TCK-0016795,ACC-100900,2025-12-27,Feature Request,Urgent,8.8,5.0
TCK-0016796,ACC-101446,2024-11-21,Feature Request,Medium,11.9,3.0
TCK-0016797,ACC-101446,2025-01-05,Bug Report,High,15.2,5.0
TCK-0016798,ACC-101446,2025-04-20,Billing,Low,18.2,3.0
TCK-0016799,ACC-101446,16-Oct-2025,Integration Help,Low,36.1,5.0
TCK-0016800,ACC-101911,2024-06-16,Feature Request,Low,0.6,3.0
TCK-0016801,ACC-101911,2024-12-02,Other,Low,9.6,
TCK-0016802,ACC-103542,2026-03-10,Performance,Low,13.8,
TCK-0016803,ACC-103542,2025-11-29,Feature Request,Low,2.1,5.0
TCK-0016804,ACC-102697,2025-06-02,Integration Help,Low,4.7,3.0
TCK-0016805,ACC-102697,01/11/2025,Onboarding,High,8.4,4.0
TCK-0016806,ACC-102697,20/05/2025,Billing,Low,14.9,3.0
TCK-0016807,ACC-102697,26/10/2025,Performance,Medium,12.0,5.0
TCK-0016808,ACC-102697,14-Dec-2024,Bug Report,Medium,4.1,4.0
TCK-0016809,ACC-102697,08/16/2024,Performance,Low,52.8,4.0
TCK-0016810,ACC-102697,2025-03-29,Performance,Low,75.1,
TCK-0016811,ACC-104755,09/10/2024,Account Access,Urgent,-0.2,2.0
TCK-0016812,ACC-104755,2025-01-31,Bug Report,Medium,7.9,
TCK-0016813,ACC-104755,2024-01-29,Other,High,11.9,4.0
TCK-0016814,ACC-104755,2023-07-02,Feature Request,Medium,1.3,4.0
TCK-0016815,ACC-103662,2025-02-05,Integration Help,Medium,31.4,
TCK-0016816,ACC-103662,2025-10-25,Other,Medium,20.9,5.0
TCK-0016817,ACC-103662,2025-02-05,Integration Help,High,1.2,5.0
TCK-0016818,ACC-100741,28/11/2025,Bug Report,High,22.6,4.0
TCK-0016819,ACC-100741,2026-02-20,Account Access,Low,14.0,4.0
TCK-0016820,ACC-100741,2025/12/28,Account Access,High,3.4,
TCK-0016821,ACC-102293,2025-11-04,Onboarding,Medium,44.5,3.0
TCK-0016822,ACC-102293,23/02/2026,Bug Report,Low,17.4,4.0
TCK-0016823,ACC-102293,2025-05-17,Account Access,Low,0.1,3.0
TCK-0016824,ACC-102293,21-Aug-2025,Billing,Low,0.6,1.0
TCK-0016825,ACC-102452,25-May-2025,Feature Request,Medium,5.0,5.0
TCK-0016826,ACC-102452,2025-02-10,Billing,Medium,0.1,2.0
TCK-0016827,ACC-102452,2023-11-14,Bug Report,Urgent,8.5,1.0
TCK-0016828,ACC-102452,2025-03-15,Account Access,Medium,50.0,
TCK-0016829,ACC-102452,03/02/2025,Integration Help,Low,9.5,3.0
TCK-0016830,ACC-103813,08-Sep-2023,Other,Low,22.0,
TCK-0016831,ACC-104969,01/10/2023,Other,Low,1.5,3.0
TCK-0016832,ACC-104969,02/06/2024,Integration Help,Medium,,5.0
TCK-0016833,ACC-104969,22/03/2025,Onboarding,Low,27.9,5.0
TCK-0016834,ACC-104969,10/14/2022,Onboarding,Medium,4.5,2.0
TCK-0016835,ACC-104969,16-Jan-2025,Billing,Low,4.2,5.0
TCK-0016836,ACC-104969,2026-04-11,Integration Help,Medium,10.5,5.0
TCK-0016837,ACC-101206,09/23/2025,Integration Help,Medium,3.0,5.0
TCK-0016838,ACC-101206,2026-04-23,Performance,Low,0.9,5.0
TCK-0016839,ACC-101206,2025-09-03,Feature Request,Low,32.9,4.0
TCK-0016840,ACC-101206,14-May-2026,Bug Report,Medium,5.2,5.0
TCK-0016841,ACC-101206,2026-04-14,Performance,Medium,11.5,4.0
TCK-0016842,ACC-100509,2023-01-27,Performance,Urgent,14.3,2.0
TCK-0016843,ACC-103716,2025-03-07,Onboarding,Low,1.3,5.0
TCK-0016844,ACC-103716,2025-06-30,Account Access,Medium,64.0,
TCK-0016845,ACC-105044,2024-07-26,Performance,Low,11.1,4.0
TCK-0016846,ACC-105044,25/10/2024,Account Access,Medium,9.8,4.0
TCK-0016847,ACC-105044,2024-06-19,Other,Low,0.4,4.0
TCK-0016848,ACC-105044,29/10/2023,Bug Report,Low,20.3,
TCK-0016849,ACC-105044,2025-09-21,Onboarding,Urgent,3.7,
TCK-0016850,ACC-105044,31/01/2023,Feature Request,Medium,,4.0
TCK-0016851,ACC-105044,04/19/2022,Bug Report,Urgent,0.8,5.0
TCK-0016852,ACC-105044,2025-10-16,Billing,High,5.2,4.0
TCK-0016853,ACC-105044,2023-04-08,Onboarding,Medium,,4.0
TCK-0016854,ACC-105044,2024-10-19,Performance,High,13.7,5.0
TCK-0016855,ACC-104350,10-May-2024,Integration Help,Low,1.9,3.0
TCK-0016856,ACC-104350,22/05/2024,Billing,Medium,6.6,
TCK-0016857,ACC-104350,2024-03-06,Onboarding,Medium,12.7,3.0
TCK-0016858,ACC-104350,2024-05-06,Account Access,Medium,,3.0
TCK-0016859,ACC-104350,12/24/2023,Billing,Low,23.4,5.0
TCK-0016860,ACC-104350,2024-03-03,Bug Report,Medium,3.0,5.0
TCK-0016861,ACC-104350,2024-12-09,Integration Help,Medium,1.3,4.0
TCK-0016862,ACC-105775,05/31/2025,Feature Request,Medium,0.4,5.0
TCK-0016863,ACC-105775,2025-03-25,Account Access,Medium,1.7,3.0
TCK-0016864,ACC-105775,2025-10-23,Feature Request,Medium,,2.0
TCK-0016865,ACC-105775,02/09/2025,Billing,High,,1.0
TCK-0016866,ACC-105775,2025-09-13,Performance,Medium,13.9,5.0
TCK-0016867,ACC-105775,2025/04/30,Integration Help,Medium,16.9,2.0
TCK-0016868,ACC-101549,2022-07-23,Account Access,High,0.9,5.0
TCK-0016869,ACC-103029,03/15/2025,Feature Request,Medium,0.8,5.0
TCK-0016870,ACC-103029,2026-04-07,Onboarding,Medium,10.3,4.0
TCK-0016871,ACC-103029,2025-03-27,Performance,Medium,4.1,1.0
TCK-0016872,ACC-104585,2025-04-20,Billing,Medium,3.1,4.0
TCK-0016873,ACC-104585,2024-10-03,Onboarding,Medium,5.7,1.0
TCK-0016874,ACC-104585,2025-12-19,Bug Report,Low,11.0,3.0
TCK-0016875,ACC-104585,05/09/2024,Account Access,Low,6.6,3.0
TCK-0016876,ACC-104585,2026-04-14,Integration Help,Medium,33.4,2.0
TCK-0016877,ACC-102202,2023-10-15,Feature Request,High,3.2,4.0
TCK-0016878,ACC-102202,2022-02-04,Bug Report,High,2.1,4.0
TCK-0016879,ACC-102202,2024-03-14,Billing,High,,4.0
TCK-0016880,ACC-102202,2024-12-11,Billing,Low,0.1,5.0
TCK-0016881,ACC-102202,10/13/2022,Billing,Low,1.6,4.0
TCK-0016882,ACC-102202,2025-01-24,Account Access,Medium,1.3,4.0
TCK-0016883,ACC-102202,2025-04-09,Billing,High,2.6,
TCK-0016884,ACC-102566,07/12/2024,Bug Report,Low,0.7,4.0
TCK-0016885,ACC-102566,2024-06-23,Billing,High,4.5,5.0
TCK-0016886,ACC-102566,2024-07-28,Bug Report,Medium,14.8,5.0
TCK-0016887,ACC-103901,2023-03-16,Bug Report,Medium,3.2,2.0
TCK-0016888,ACC-103901,2023-04-07,Integration Help,Urgent,8.3,4.0
TCK-0016889,ACC-102044,12/01/2025,Onboarding,Medium,11.8,5.0
TCK-0016890,ACC-102044,2026-01-04,Performance,High,25.5,4.0
TCK-0016891,ACC-102044,13/07/2024,Bug Report,Low,8.3,
TCK-0016892,ACC-102044,2025-10-29,Integration Help,High,0.5,5.0
TCK-0016893,ACC-102044,12/08/2025,Feature Request,Low,-28.6,5.0
TCK-0016894,ACC-103774,2026-01-22,Onboarding,Low,8.1,4.0
TCK-0016895,ACC-103774,02-Jan-2025,Feature Request,Medium,9.7,5.0
TCK-0016896,ACC-103774,2025-03-25,Account Access,Medium,39.4,1.0
TCK-0016897,ACC-103774,2024-12-29,Bug Report,Low,22.9,
TCK-0016898,ACC-103774,2024-12-30,Billing,Urgent,3.8,5.0
TCK-0016899,ACC-103774,2026/03/24,Integration Help,Low,9.9,5.0
TCK-0016900,ACC-103774,2025-01-15,Integration Help,Low,0.9,
TCK-0016901,ACC-103774,13/03/2026,Onboarding,Urgent,5.4,2.0
TCK-0016902,ACC-103774,09/02/2026,Other,Medium,7.9,
TCK-0016903,ACC-103774,2025-11-14,Performance,High,0.3,3.0
TCK-0016904,ACC-103774,02-Nov-2025,Bug Report,Low,12.2,
TCK-0016905,ACC-103699,2022-09-28,Other,Low,20.3,3.0
TCK-0016906,ACC-103699,12/05/2022,Feature Request,Medium,11.0,4.0
TCK-0016907,ACC-103699,2022-12-02,Integration Help,Low,4.9,1.0
TCK-0016908,ACC-103699,2023/05/10,Bug Report,Medium,12.2,1.0
TCK-0016909,ACC-101508,2024-01-09,Billing,Low,4.9,4.0
TCK-0016910,ACC-101508,2024-01-01,Billing,Low,8.1,
TCK-0016911,ACC-103134,11-Jan-2025,Feature Request,Low,43.9,5.0
TCK-0016912,ACC-103134,2022-08-09,Performance,Low,14.5,3.0
TCK-0016913,ACC-103134,2023-12-07,Billing,Low,3.8,
TCK-0016914,ACC-103134,29-Nov-2022,Bug Report,Low,61.1,2.0
TCK-0016915,ACC-103134,11/18/2023,Billing,Medium,29.5,5.0
TCK-0016916,ACC-103761,2024-08-30,Other,Low,13.4,5.0
TCK-0016917,ACC-103761,2024-07-03,Onboarding,Urgent,3.8,
TCK-0016918,ACC-105920,2023-03-10,Performance,Medium,20.2,2.0
TCK-0016919,ACC-105920,2024-09-17,Performance,Low,22.2,5.0
TCK-0016920,ACC-105920,2024-11-18,Feature Request,Low,29.4,3.0
TCK-0016921,ACC-105920,2024-08-29,Bug Report,High,12.3,5.0
TCK-0016922,ACC-105920,2025-01-15,Bug Report,Low,5.1,5.0
TCK-0016923,ACC-100421,05-Oct-2025,Onboarding,Low,13.8,4.0
TCK-0016924,ACC-100123,07-Mar-2023,Bug Report,Low,1.2,3.0
TCK-0016925,ACC-100123,2023-10-02,Billing,Medium,41.9,5.0
TCK-0016926,ACC-100123,2023-06-19,Bug Report,Medium,0.2,3.0
TCK-0016927,ACC-100123,2023-06-13,Integration Help,Low,1.6,4.0
TCK-0016928,ACC-100123,24/06/2022,Other,Medium,2.6,5.0
TCK-0016929,ACC-100123,2022-12-02,Bug Report,Medium,19.1,
TCK-0016930,ACC-105574,2025-10-05,Billing,Low,16.4,5.0
TCK-0016931,ACC-105574,04/03/2026,Billing,High,11.4,3.0
TCK-0016932,ACC-105574,2025-08-15,Billing,Medium,,5.0
TCK-0016933,ACC-105574,11-Nov-2025,Onboarding,Medium,18.2,3.0
TCK-0016934,ACC-105574,07/26/2025,Onboarding,Low,9.1,3.0
TCK-0016935,ACC-105574,16/08/2025,Performance,Medium,16.7,
TCK-0016936,ACC-103825,24/03/2024,Bug Report,Medium,6.4,5.0
TCK-0016937,ACC-103292,2025-10-01,Onboarding,Low,2.8,5.0
TCK-0016938,ACC-103292,2026-02-14,Feature Request,Medium,14.4,
TCK-0016939,ACC-103292,2025-04-19,Account Access,Medium,10.0,4.0
TCK-0016940,ACC-100819,2025-03-31,Billing,Medium,7.7,5.0
TCK-0016941,ACC-101403,2024-04-07,Performance,Medium,28.0,5.0
TCK-0016942,ACC-101403,08/12/2025,Onboarding,Low,0.1,2.0
TCK-0016943,ACC-101403,2023-07-21,Billing,Urgent,3.0,
TCK-0016944,ACC-101382,01/22/2025,Billing,Low,40.8,4.0
TCK-0016945,ACC-101382,13/04/2026,Account Access,Low,26.3,5.0
TCK-0016946,ACC-102148,2025-10-17,Account Access,Low,3.7,4.0
TCK-0016947,ACC-102148,2025-07-09,Bug Report,Urgent,5.1,
TCK-0016948,ACC-102148,2025/03/18,Bug Report,Medium,2.9,3.0
TCK-0016949,ACC-105948,2024-08-25,Bug Report,Low,33.3,4.0
TCK-0016950,ACC-105948,2024-07-07,Bug Report,High,5.0,2.0
TCK-0016951,ACC-105948,2023-06-28,Billing,Low,25.6,5.0
TCK-0016952,ACC-101575,19/04/2025,Other,Medium,16.6,
TCK-0016953,ACC-101575,02/08/2026,Account Access,High,1.5,4.0
TCK-0016954,ACC-101575,22/10/2023,Billing,Low,5.1,2.0
TCK-0016955,ACC-101575,28-Aug-2023,Integration Help,Urgent,11.5,2.0
TCK-0016956,ACC-101575,2025-07-31,Performance,High,2.8,5.0
TCK-0016957,ACC-101575,16/07/2025,Feature Request,Medium,6.0,1.0
TCK-0016958,ACC-101575,2026-02-07,Performance,Medium,1.7,2.0
TCK-0016959,ACC-101575,07/21/2024,Onboarding,Low,4.4,2.0
TCK-0016960,ACC-101575,11/02/2026,Onboarding,Urgent,0.8,5.0
TCK-0016961,ACC-101638,2024-10-19,Bug Report,High,28.5,1.0
TCK-0016962,ACC-101638,2024-09-22,Bug Report,Medium,11.2,5.0
TCK-0016963,ACC-101638,2026-04-05,Account Access,Medium,2.8,5.0
TCK-0016964,ACC-101795,2025-10-19,Billing,Low,10.1,4.0
TCK-0016965,ACC-101795,01/06/2025,Bug Report,Medium,9.7,4.0
TCK-0016966,ACC-101795,28/12/2025,Feature Request,Medium,39.4,5.0
TCK-0016967,ACC-101795,2025-06-23,Performance,Medium,29.6,5.0
TCK-0016968,ACC-101795,2025-08-15,Performance,Low,39.3,5.0
TCK-0016969,ACC-101795,2024-11-03,Billing,Low,3.0,
TCK-0016970,ACC-101795,2023-05-11,Feature Request,Low,4.6,
TCK-0016971,ACC-101795,2025-12-16,Billing,Medium,23.9,5.0
TCK-0016972,ACC-101795,21/04/2025,Integration Help,Medium,0.4,1.0
TCK-0016973,ACC-103331,25-Oct-2022,Billing,Medium,12.0,5.0
TCK-0016974,ACC-103331,2022-12-24,Account Access,High,2.7,4.0
TCK-0016975,ACC-103331,2022-09-18,Integration Help,Medium,,4.0
TCK-0016976,ACC-103331,11/21/2022,Account Access,Medium,14.2,4.0
TCK-0016977,ACC-103331,2022-11-10,Account Access,High,25.5,4.0
TCK-0016978,ACC-105854,20-Jun-2024,Account Access,Medium,7.5,5.0
TCK-0016979,ACC-105854,2025-09-25,Integration Help,Low,1.4,
TCK-0016980,ACC-105854,07/03/2025,Billing,Medium,1.9,3.0
TCK-0016981,ACC-105854,2025-07-25,Account Access,High,7.1,
TCK-0016982,ACC-105854,2025-10-13,Other,Low,6.3,4.0
TCK-0016983,ACC-105854,08/24/2024,Onboarding,Low,26.7,4.0
TCK-0016984,ACC-105854,2026-01-14,Billing,Medium,1.9,5.0
TCK-0016985,ACC-105415,2024-09-07,Billing,High,0.1,3.0
TCK-0016986,ACC-105415,02/07/2024,Performance,High,0.4,5.0
TCK-0016987,ACC-105415,2024-06-13,Integration Help,Low,9.7,4.0
TCK-0016988,ACC-105415,09/03/2022,Feature Request,Low,12.4,
TCK-0016989,ACC-103151,24/08/2025,Account Access,Low,3.1,5.0
TCK-0016990,ACC-103151,2026-05-25,Billing,Urgent,1.2,3.0
TCK-0016991,ACC-103151,2025/09/28,Integration Help,High,6.1,2.0
TCK-0016992,ACC-103151,10/14/2025,Account Access,Low,0.1,4.0
TCK-0016993,ACC-103151,2025-12-10,Account Access,Low,18.0,
TCK-0016994,ACC-103151,02/22/2026,Other,High,15.8,4.0
TCK-0016995,ACC-102310,2024-08-26,Onboarding,Medium,0.1,
TCK-0016996,ACC-102310,02/03/2026,Account Access,Low,3.6,4.0
TCK-0016997,ACC-102310,2024-07-05,Performance,Low,62.4,
TCK-0016998,ACC-102310,19-May-2026,Performance,Low,1.5,3.0
TCK-0016999,ACC-102310,09/26/2025,Onboarding,High,18.7,
TCK-0017000,ACC-100882,2025-01-21,Account Access,Medium,,2.0
TCK-0017001,ACC-100882,2024-10-27,Onboarding,High,22.6,5.0
TCK-0017002,ACC-100882,2024-05-24,Integration Help,Medium,1.6,2.0
TCK-0017003,ACC-100882,11/01/2026,Integration Help,High,7.2,4.0
TCK-0017004,ACC-103565,14/01/2025,Onboarding,Medium,15.7,4.0
TCK-0017005,ACC-103565,2024-07-17,Integration Help,Low,22.8,5.0
TCK-0017006,ACC-103565,12/09/2024,Other,Medium,1.6,5.0
TCK-0017007,ACC-103565,2024-05-11,Other,Medium,-4.0,2.0
TCK-0017008,ACC-101179,20/10/2022,Performance,Medium,25.1,
TCK-0017009,ACC-101179,08/24/2022,Billing,Medium,,4.0
